BoilerID,BoilerType,Capacity,ImprovementTech,LifeTime,FuelName,FuelType,Burner,steam_productivity_bef,steam_pressure_bef,feedwater_rate_bef,feedwater_temp_bef,TDS_feed_bef,TDS_blowdown_bef,blowdown_bef,steam_productivity_aft,steam_pressure_aft,feedwater_rate_aft,feedwater_temp_aft,TDS_feed_aft,TDS_blowdown_aft,blowdown_aft,FuelFlowRate_bef[kg/hr],HHV_DB_bef[kJ/kg],L1LHV_bef,L2LHV_bef,L3LHV_bef,L4LHV_bef,L5LHV_bef,L6LHV_bef,L1HHV_bef,L2HHV_bef,L3HHV_bef,L4HHV_bef,L5HHV_bef,L6HHV_bef,FuelFlowRate_pot[kg/hr],HHV_DB_pot[kJ/kg],L1LHV_pot,L2LHV_pot,L3LHV_pot,L4LHV_pot,L5LHV_pot,L6LHV_pot,L1HHV_pot,L2HHV_pot,L3HHV_pot,L4HHV_pot,L5HHV_pot,L6HHV_pot,FuelFlowRate_aft[kg/hr],HHV_DB_aft[kJ/kg],L1LHV_aft,L2LHV_aft,L3LHV_aft,L4LHV_aft,L5LHV_aft,L6LHV_aft,L1HHV_aft,L2HHV_aft,L3HHV_aft,L4HHV_aft,L5HHV_aft,L6HHV_aft,me_o2_bef,me_tg_bef,me_co_bef,me_o2_aft,me_tg_aft,me_co_aft,L1_toe_pot,L2_toe_pot,L3_toe_pot,L4_toe_pot,L5_toe_pot,L6_toe_pot,L1_save_pot,L2_save_pot,L3_save_pot,L4_save_pot,L5_save_pot,L6_save_pot,L1_inv_pot,L2_inv_pot,L3_inv_pot,L4_inv_pot,L5_inv_pot,L6_inv_pot,L1_toe_aft,L2_toe_aft,L3_toe_aft,L4_toe_aft,L5_toe_aft,L6_toe_aft,L1_save_aft,L2_save_aft,L3_save_aft,L4_save_aft,L5_save_aft,L6_save_aft,L1_inv_aft,L2_inv_aft,L3_inv_aft,L4_inv_aft,L5_inv_aft,L6_inv_aft,s2_fueltype,s2_fts_bef,s2_qts_bef,s2_qtstoe_bef,s2_cts_bef,s2_c_bef,s2_pb_bef,s2_fts_aft,s2_qts_aft,s2_qtstoe_aft,s2_cts_aft,s2_c_aft,s2_pb_aft,s8_fueltype,s8_fts_bef,s8_qts_bef,s8_qtstoe_bef,s8_cts_bef,s8_c_bef,s8_pb_bef,s8_fts_aft,s8_qts_aft,s8_qtstoe_aft,s8_cts_aft,s8_c_aft,s8_pb_aft,s9_fueltype,s9_fts_bef,s9_qts_bef,s9_qtstoe_bef,s9_cts_bef,s9_c_bef,s9_pb_bef,s9_fts_aft,s9_qts_aft,s9_qtstoe_aft,s9_cts_aft,s9_c_aft,s9_pb_aft,IndirectEFF_LHV_bef_[%],IndirectEFF_HHV_bef_[%],IndirectEFF_LHV_pot_[%],IndirectEFF_HHV_pot_[%],IndirectEFF_LHV_aft_[%],IndirectEFF_HHV_aft_[%]
10774-0009-4,fire tube,17.5,"Air Heater, Economizer, นำคอนเดนเสทกลับมาใช้",10.0,แกลบ,Solid,  overfeed stoker (Fixed/Inclined Grate) - Auto Feed,16854.94,13.35,16875.00,139.80,1.60,550.00,49.09,12850.00,13.21,12873.00,144.00,2.00,1155.00,22.29,3143.04,17156.17,7.57,0.0,0.14,2.62,0.2,0.02,15.21,0.0,0.13,2.46,0.19,0.02,3143.04,17156.17,9.77,0.0,0.06,2.63,0.2,0.0,16.9,0.0,0.06,2.46,0.18,0.0,2300.00,17156.17,6.99,0.0,0.09,2.62,0.28,0.01,14.67,0.0,0.08,2.46,0.26,0.01,9.60,154.30,288.00,9.52,151.80,196.00,1528.0999999999985,0.00,-1532.29,191.54,0.00,-383.07,7164045.230000019,0.00,-7164045.25,895505.66,0.00,-1791011.31,0.00,0.00,0.00,0.00,0.00,0.00,50.81999999999999,0.00,4.38,0.00,-7.01,0.88,237620.88999999998,0.00,20484.56,0.00,-32775.30,4096.91,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,89.45,81.99000000000001,87.34,80.39999999999999,90.00999999999999,82.52
10774-0009-5,fire tube,17.5,"Air Heater, Economizer, นำคอนเดนเสทกลับมาใช้",6.0,แกลบ,Solid,  overfeed stoker (Fixed/Inclined Grate) - Auto Feed,16378.89,13.81,16416.66,140.00,1.60,489.00,53.71,16200.00,13.76,,141.50,2.00,1228.00,26.43,2984.79,17156.17,10.97,0.0,0.2,1.57,0.21,0.02,18.03,0.0,0.19,1.47,0.2,0.02,2984.79,17156.17,10.31,0.0,0.1,1.57,0.21,0.0,17.41,0.0,0.09,1.47,0.2,0.0,2900.00,17156.17,6.13,0.0,0.04,1.56,0.22,0.01,13.87,0.0,0.04,1.46,0.21,0.01,13.10,156.70,281.00,7.20,155.10,122.00,59.56000000000001,0.00,9.03,0.00,0.00,1.81,272586.11,0.00,41300.93,0.00,0.00,8260.19,0.00,0.00,0.00,0.00,0.00,0.00,411.17,0.00,13.90,0.87,-0.87,0.87,1923881.2800000003,0.00,63599.38,3974.96,-3974.96,3974.96,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,87.03000000000002,80.09,87.81000000000002,80.83,92.03999999999999,84.41
10211-0013-1,fire tube,12.0,นำคอนเดนเสทกลับมาใช้,15.0,ไม้ฟืน,Solid,  overfeed stoker (Fixed/Inclined Grate) - ใช้แรงงานคน,0.00,8.00,7190.46,92.40,225.00,7837.00,206.43,0.00,8.00,2407.73,92.40,267.00,5280.00,371.57,1037.98,22711.15,26.39,0.0,3.99,0.07,2.68,0.35,33.96,0.0,3.71,0.06,2.5,0.33,1037.98,22711.15,11.67,0.0,1.5,0.07,0.16,0.29,20.26,0.0,1.39,0.06,0.15,0.27,347.57,22711.15,17.51,0.0,2.69,0.07,4.13,1.91,25.69,0.0,2.5,0.06,3.84,1.78,17.02,166.08,2334.89,15.60,152.30,2141.50,399.0200000000001,0.00,67.50,0.00,68.31,1.63,1133089.7899999998,0.00,191670.76,0.00,193980.05,4618.57,0.00,0.00,0.00,0.00,0.00,0.00,281.76,0.00,41.25,0.00,-46.01,-49.50,800106.4500000001,0.00,117132.70,0.00,-130648.01,-140559.24,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,ขี้เลื่อย,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,ขี้เลื่อย,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,66.52000000000001,59.43999999999999,86.31,77.86999999999999,73.69000000000001,66.13
10309-1001-1,fire tube,6.0,นำคอนเดนเสทกลับมาใช้,11.0,กะลามะพร้าวและกะลาปาล์ม,Solid,  overfeed stoker (Fixed/Inclined Grate) - ใช้แรงงานคน,,9.00,3942.00,95.00,110.00,1763.00,78.25,,9.00,3980.00,95.00,110.00,1750.00,78.25,764.20,20515.05,18.69,0.0,0.18,0.26,0.93,0.23,27.0,0.0,0.17,0.25,0.89,0.22,764.20,20515.05,12.62,0.0,0.05,0.26,0.93,0.23,21.18,0.0,0.05,0.25,0.89,0.22,764.20,20515.05,16.39,0.0,0.06,0.26,0.93,0.23,24.79,0.0,0.06,0.25,0.89,0.22,12.55,250.00,259.00,11.20,252.00,108.00,162.06,0.00,3.47,0.00,0.00,0.00,905944.6699999999,0.00,19370.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.28999999999999,0.00,3.34,0.00,0.00,0.00,359401.77999999997,0.00,18670.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,79.70999999999998,71.47,85.90999999999998,77.41,82.12999999999998,73.79
10309-1001-2,fire tube,6.0,นำคอนเดนเสทกลับมาใช้,11.0,กะลามะพร้าวและกะลาปาล์ม,Solid,  overfeed stoker (Traveling Grate) - ใช้แรงงานคน,,9.00,3442.00,95.00,110.00,1650.00,62.58,,9.00,3460.00,95.00,110.00,1640.00,62.58,682.10,20515.05,21.21,0.0,0.2,0.45,1.3,0.21,29.56,0.0,0.19,0.43,1.24,0.2,682.10,20515.05,12.27,0.0,0.05,0.45,0.87,0.21,20.99,0.0,0.05,0.43,0.83,0.2,680.00,20515.05,16.26,0.0,0.15,0.45,1.3,0.21,24.82,0.0,0.15,0.43,1.25,0.2,13.80,246.00,246.00,11.50,245.00,250.00,94.20,0.00,1.58,0.00,4.53,0.00,584428.3500000001,0.00,9805.85,0.00,28110.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.989999999999995,0.00,0.56,0.00,0.00,0.00,341236.16,0.00,3446.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,76.63,68.38,86.15,77.5,81.63,73.14999999999999
29309-0054-1,fire tube,3.0,นำคอนเดนเสทกลับมาใช้,14.0,ชีวมวลอัดเมล็ด,Solid,  แบบลอยตัว (Suspension),,4.87,792.54,50.00,364.00,4089.00,70.55,,4.24,922.70,62.33,136.00,1930.00,65.01,118.68,19213.27,13.15,0.0,0.99,0.06,3.05,1.52,20.42,0.0,0.93,0.05,2.85,1.42,118.68,19213.27,8.69,0.0,0.47,0.0,1.72,1.2,16.26,0.0,0.43,0.0,1.61,1.12,132.22,19213.27,11.33,0.0,0.68,0.0,0.74,1.04,18.73,0.0,0.63,0.0,0.69,0.97,12.73,180.11,1348.00,11.08,195.23,1107.50,9.21,0.00,1.07,0.12,2.74,0.66,75628.48,0.00,8817.67,1017.42,22552.90,5426.26,30000.00,0.00,30000.00,0.00,0.00,0.00,3.8200000000000003,0.00,0.65,0.13,4.86,1.01,31476.080000000016,0.00,5361.32,1037.67,39950.45,8301.39,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,81.23,74.33,87.92,80.57999999999998,86.21,78.98
29309-0054-2,fire tube,3.0,นำคอนเดนเสทกลับมาใช้,14.0,ชีวมวลอัดเมล็ด,Solid,  แบบลอยตัว (Suspension),,4.88,988.14,50.00,365.00,4089.00,88.20,,4.42,620.48,63.73,136.00,1096.00,76.98,169.33,19213.27,12.46,0.0,1.18,0.34,1.81,1.22,19.78,0.0,1.1,0.32,1.69,1.14,169.33,19200.38,7.23,0.0,0.01,0.0,1.27,1.22,14.9,0.0,0.01,0.0,1.18,1.14,93.65,19213.27,12.11,0.0,0.75,0.0,1.98,1.74,19.46,0.0,0.7,0.0,1.85,1.62,11.00,211.71,2031.00,13.04,185.88,1034.08,3.790000000000001,0.00,0.85,0.25,0.39,0.00,31231.019999999997,0.00,6986.67,2030.32,3224.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.269999999999999,0.00,0.33,0.26,-0.13,-0.40,2238.96,0.00,2750.75,2175.01,-1087.51,-3326.49,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,82.98999999999998,75.97000000000001,90.27,82.76999999999998,83.42,76.36999999999999
10501-1004-2,fire tube,3.2,Economizer,7.0,น้ำมันเตาเอ,Liquid,แบบใช้ความดันน้ำมัน (Pressure Atomized)  ,840.28,8.73,1200.00,82.00,265.00,884.00,359.72,,8.73,1000.00,82.00,124.00,2983.00,41.56,59.10,43369.42,8.82,0.0,0.14,0.0,3.11,5.89,14.61,0.0,0.13,0.0,2.91,5.52,59.10,43369.42,8.29,0.0,0.13,0.0,0.61,3.97,14.1,0.0,0.12,0.0,0.57,3.72,60.00,43369.42,8.61,0.0,0.09,0.0,3.06,0.67,14.41,0.0,0.08,0.0,2.87,0.62,6.20,193.00,314.00,4.20,207.70,225.00,3.22,0.00,0.06,0.00,15.21,11.68,56800.56999999999,0.00,1071.71,0.00,267927.28,205768.15,0.00,0.00,0.00,0.00,112400.00,0.00,1.27,0.00,0.30,0.00,0.30,31.53,22346.359999999982,0.00,5320.57,0.00,5320.57,555467.27,0.00,0.00,0.00,0.00,112400.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,82.04,76.83000000000001,87.00000000000001,81.49000000000001,87.57,82.02
10611-1070-1,fire tube,10.0,,7.0,แกลบ,Solid,  แบบไซโคลน (Cyclone),7920.00,7.00,8650.00,35.00,640.00,7590.00,729.00,7920.00,7.00,8650.00,35.00,640.00,7590.00,729.00,1733.00,14980.00,9.15,0.0,0.0,3.17,0.46,1.9,16.61,0.0,0.0,3.0,0.43,1.79,1733.00,14980.00,9.15,0.0,0.0,3.17,0.05,0.45,16.61,0.0,0.0,3.0,0.05,0.42,1733.00,14980.00,9.15,0.0,0.0,3.17,0.46,1.9,16.61,0.0,0.0,3.0,0.43,1.79,8.70,185.50,13.00,8.70,185.50,13.00,0.00,0.00,0.00,0.00,13.740000000000002,48.62,0.00,0.00,0.00,0.00,54834.93000000001,193928.47,0.00,0.00,0.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,85.32,78.16999999999999,87.17999999999999,79.92,85.32,78.16999999999999
10309-1004-1,fire tube,12.0,นำคอนเดนเสทกลับมาใช้,3.0,กะลามะพร้าวและกะลาปาล์ม,Solid,  overfeed stoker (Traveling Grate) - Auto Feed,,9.00,7180.00,98.00,125.00,1463.00,122.69,,9.00,7280.00,98.00,125.00,1450.00,122.60,1480.00,20512.04,18.11,0.0,0.66,0.51,0.53,0.18,26.21,0.0,0.63,0.48,0.51,0.17,1480.00,20512.04,10.97,0.0,0.05,0.51,0.53,0.18,19.37,0.0,0.05,0.48,0.51,0.17,1480.00,20512.04,14.96,0.0,0.29,0.51,0.53,0.18,23.19,0.0,0.27,0.48,0.51,0.17,14.08,210.50,763.00,12.50,211.00,412.00,158.99,0.00,13.56,0.00,0.00,0.00,880333.78,0.00,75105.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.74000000000001,0.00,8.63,0.00,0.00,0.00,408296.46,0.00,47806.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,80.00999999999999,71.99999999999999,87.75999999999999,79.41999999999999,83.52999999999997,75.38
10772-1003-1,hybrid,5.0,"Economizer, นำคอนเดนเสทกลับมาใช้",13.0,กะลาปาล์ม,Solid,  underfeed stoker,578.00,6.50,625.00,70.00,273.00,1210.00,46.80,925.00,6.50,1000.00,70.00,273.00,1210.00,141.01,131.00,18267.00,13.48,0.0,0.23,1.26,0.55,1.14,24.55,0.0,0.22,1.19,0.53,1.08,131.00,18267.00,9.56,0.0,0.16,0.52,0.55,0.3,20.84,0.0,0.15,0.49,0.53,0.29,131.00,18267.00,10.91,0.0,0.07,1.26,0.55,3.46,22.12,0.0,0.07,1.19,0.53,3.28,12.80,171.00,300.00,10.70,171.00,126.00,20.180000000000003,0.00,0.36,3.81,0.00,4.33,132168.05,0.00,2360.14,24950.09,0.00,28321.72,0.00,0.00,0.00,0.00,20000.00,0.00,13.78,0.00,0.86,0.00,0.00,-12.45,90263.4,0.00,5619.51,0.00,0.00,-81482.93,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,83.33999999999999,72.43,88.91000000000001,77.69999999999999,83.75000000000001,72.81
20131-0033-1,fire tube,5.0,"นำคอนเดนเสทกลับมาใช้, Economizer",24.0,NG,Gas, แบบผสมกันภายในหัวเผา (Nozzle-mix burner) ,2497.12,8.54,,115.70,40.00,3048.00,33.33,1942.87,8.00,,111.00,39.00,1029.00,76.81,149.30,46453.76,10.82,0.0,0.05,0.0,1.12,0.13,21.62,0.0,0.04,0.0,0.98,0.11,149.30,46453.76,9.29,0.0,0.0,0.0,0.55,0.11,20.28,0.0,0.0,0.0,0.48,0.1,107.74,51406.88,8.01,0.0,0.01,0.0,0.6,0.39,18.08,0.0,0.01,0.0,0.54,0.35,4.40,212.40,117.00,1.07,201.93,50.90,19.12,0.00,0.63,0.00,7.13,0.25,294207.18,0.00,9614.62,0.00,109606.64,3845.85,30000.00,0.00,0.00,0.00,30000.00,0.00,39.49999999999999,0.00,0.50,0.00,6.45,-3.22,535686.5499999999,0.00,7625.43,0.00,99130.62,-49565.31,15000.00,0.00,15000.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,ก๊าซชีวภาพ,"20,470.29",0.9500000000000001,22.51,"304,188.50","30,000.00",0.09,"-187,066.97",-0.008,-205.71,"-2,779,815.18",0.00,0.00,,"73,446.86",0.003,83.33,"2,350,299.52","30,000,000.00",12.76,"500,000.00",0.023,567.29,"16,000,000.00",0.00,0.00,87.88000000000001,77.24999999999999,90.05000000000001,79.14,90.99,81.02
13122-0053-1,water tube,18.0,นำคอนเดนเสทกลับมาใช้,14.0,กะลาปาล์ม,Solid,  overfeed stoker (Traveling Grate) - Auto Feed,12393.84,7.39,12466.51,96.22,51.31,2823.00,72.60,11882.40,7.38,11955.00,96.20,51.31,2823.00,72.60,2587.33,18673.00,14.74,0.0,0.29,0.58,0.44,0.06,25.41,0.0,0.27,0.55,0.42,0.06,2587.33,18673.00,10.65,0.0,0.29,0.58,0.44,0.06,21.52,0.0,0.27,0.55,0.42,0.06,2587.33,18673.00,12.32,0.0,0.28,0.58,0.44,0.06,23.11,0.0,0.26,0.55,0.42,0.06,9.95,236.00,505.00,8.02,229.50,582.24,231.33,0.00,0.00,0.00,0.00,0.00,2282544.78,0.00,0.00,0.00,0.00,0.00,3000000.00,0.00,0.00,0.00,0.00,0.00,139.51,0.00,0.58,0.00,0.00,0.00,1376628.45,0.00,5688.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,83.89,73.29,87.97999999999999,77.18,86.32000000000001,75.6
10622-0022-1,fire tube,20.0,นำคอนเดนเสทกลับมาใช้,6.0, Biogas ,Gas, แบบผสมเชื้อเพลิงกับอากาศก่อนป้อนเข้าเผาไหม้ (Pre-mix Burner) ,5025.34,12.00,5350.00,101.00,107.00,1750.00,324.60,5025.00,12.00,5350.00,101.00,107.00,4476.00,213.00,388.00,34643.00,3.07,0.0,0.06,0.0,0.42,0.97,6.15,0.0,0.06,0.0,0.41,0.94,388.00,34643.00,3.07,0.0,0.06,0.0,0.05,0.9,6.14,0.0,0.06,0.0,0.05,0.87,388.00,34643.00,3.07,0.0,0.06,0.0,0.42,0.64,6.15,0.0,0.06,0.0,0.41,0.62,1.60,247.20,573.00,1.60,247.20,573.00,0.00,0.00,0.00,0.00,4.8,0.91,0.00,0.00,0.00,0.00,39354.55,7445.45,0.00,0.00,0.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,4.31,0.00,0.00,0.00,0.00,0.00,35360.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,95.48,92.44,95.92,92.88,95.81,92.75999999999999
10622-0034-1,fire tube,10.0,นำคอนเดนเสทกลับมาใช้,6.0, Biogas ,Gas, แบบผสมเชื้อเพลิงกับอากาศก่อนป้อนเข้าเผาไหม้ (Pre-mix Burner) ,3334.06,12.00,4000.00,101.00,107.00,859.00,495.64,3334.00,12.00,4000.00,101.00,107.00,4503.00,241.50,262.00,34643.00,5.47,0.0,0.51,0.0,0.51,2.2,8.46,0.0,0.49,0.0,0.5,2.13,262.00,34643.00,2.86,0.0,0.02,0.0,0.06,0.35,5.94,0.0,0.02,0.0,0.06,0.34,262.00,34643.00,3.2,0.0,0.0,0.0,0.51,1.07,6.27,0.0,0.0,0.0,0.5,1.04,12.10,227.00,2180.00,5.50,218.00,13.70,34.26,0.00,6.43,0.00,5.91,24.29,280488.00,0.00,52658.67,0.00,48360.00,198813.33,0.00,0.00,0.00,0.00,20000.00,0.00,30.250000000000004,0.00,6.79,0.00,0.00,15.05,247551.85,0.00,55617.39,0.00,0.00,123230.69,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,91.30999999999999,88.42,96.71000000000001,93.64,95.22,92.19
11041-0002-1,fire tube,4.0,,7.0,น้ำมันเตา,Liquid,แบบใช้ความดันน้ำมัน (Pressure Atomized)  ,315.00,4.00,348.00,30.00,388.00,4080.00,33.40,315.00,4.00,348.00,30.00,57.75,941.00,23.68,24.00,43310.00,7.14,0.0,0.0,0.0,2.86,1.17,13.03,0.0,0.0,0.0,2.68,1.1,24.00,43310.00,7.14,0.0,0.0,0.0,1.49,0.24,13.03,0.0,0.0,0.0,1.4,0.22,24.00,43310.00,7.14,0.0,0.0,0.0,2.86,0.83,13.03,0.0,0.0,0.0,2.68,0.78,3.40,179.00,13.70,3.40,179.00,13.70,0.00,0.00,0.00,0.00,92.74,62.95,0.00,0.00,0.00,0.00,1643449.51,1115626.35,0.00,0.00,0.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,23.47,0.00,0.00,0.00,0.00,0.00,416051.03,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,88.83,83.19,91.13000000000001,85.35,89.17,83.50999999999999
11041-0002-2,fire tube,3.2,,12.0,น้ำมันเตา,Liquid,แบบใช้ความดันน้ำมัน (Pressure Atomized)  ,1154.71,4.00,1278.75,30.00,388.00,4000.00,124.00,1154.00,4.00,1278.75,30.00,57.75,3028.00,29.00,81.00,43310.00,8.14,0.0,0.0,0.0,0.84,1.94,13.97,0.0,0.0,0.0,0.79,1.81,81.00,43310.00,7.66,0.0,0.0,0.0,0.3,0.39,13.52,0.0,0.0,0.0,0.28,0.37,81.00,43310.00,8.14,0.0,0.0,0.0,0.84,0.45,13.97,0.0,0.0,0.0,0.79,0.42,3.40,200.00,2.80,3.40,200.00,2.80,24.23,0.00,0.00,0.00,27.26,78.25,429427.99000000005,0.00,0.00,0.00,483106.68,1386695.10,0.00,0.00,0.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,75.99,0.00,0.00,0.00,0.00,0.00,1346691.72,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,89.08,83.42999999999999,91.65,85.83,90.57,84.82
19202-0003-1,fire tube,10.0,นำคอนเดนเสทกลับมาใช้,15.0,ก๊าซชีวภาพ,Gas, แบบผสมเชื้อเพลิงกับอากาศก่อนป้อนเข้าเผาไหม้ (Pre-mix Burner) ,,9.00,5494.01,92.00,10.00,760.00,72.28,,9.00,5462.00,92.00,10.00,760.00,72.28,882.27,20150.00,14.36,0.0,0.04,0.0,0.31,0.16,23.74,0.0,0.03,0.0,0.27,0.14,882.27,20150.00,9.98,0.0,0.0,0.0,0.31,0.16,19.83,0.0,0.0,0.0,0.27,0.14,860.10,20150.00,11.57,0.0,0.01,0.0,0.32,0.16,21.25,0.0,0.01,0.0,0.28,0.14,9.56,198.50,56.00,6.39,198.00,22.00,147.5,0.00,1.35,0.00,0.00,0.00,118062.90000000001,0.00,1078.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.62,0.00,1.03,0.00,-0.34,0.00,76542.61000000002,0.00,823.04,0.00,-274.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,85.13,75.82000000000001,89.55,79.76,87.94000000000001,78.32
